commentaire,classe
"It took me 14 years and a subscription to HBO Max to get around to watching this movie, and I can certainly say it was worth every bit of hype it gets. The Fellowship of the Ring was an epic start and one of the best fantasy adventure films I've ever seen. These action sequences are immaculate, and it is a gorgeously directed movie, the cinematography was so good I couldn't get enough.It's also very, very funny, who knew Sean Astin, who I love, would grow up to be a hobbit, every actor in this gives a really great performance, and these special effects are top-tier, they're unbelievable.The Fellowship of the Ring also has one of the greatest climaxes I've ever seen, not only that, it has incredible creatures that actually scared me.Yes, it is very, very long with a runtime of nearly 3 hours, but it never drags despite that.Peter Jackson had a vision here, and it was an amazing vision, along with a story that was epic.And I'm gonna give Lord of the Rings: The Fellowship of the Ring an A+",positif
"It's possible we've become too familiar with this film and its two successors. Time, and multiple rewatching as, can cause us to forget how impossible the whole project seemed before the world saw it; we forget how strange and independent spirited parts of it are; we forget the references too and evidence of Jackson's roots in horror cinema; we forget the narrative excitement that propels a film adapted from a source that is more discursive, more of a scene-setter. Changes made from the text aid this, and the result is thrilling and wonder-inducing. It's a masterful piece of epic fantasy cinema, and the whole trilogy's place in my heart is secure.",positif
"There's a ring that's been residing in a pocket, provides longevity to Bilbo who's a Hobbit, but it's waiting to be found, by Sauron to which it's bound, you need the fires of Mount Doom, if you're to stop it. Frodo (who has been given the ring by Bilbo) and his chums go on a journey, become pursued by an increasingly large army, comprising orcs and nasty wraiths, hunting them down from place to place, it's quite bizarre, and very often, a bit barmy. They're supported on this quest by Dwarves and Elves, plus there are people very similar to ourselves, and a wizard with a beard, has a hat that's quite dog-eared, some have magic, on occasion they cast spells.",positif
"Peter Jackson truly outdid himself when creating the Lord of the Rings: The Fellowship of the Ring and he fails to disappoint us in the 2nd part of the Trilogy. The Two Towers shows us that he is not a one-hit wonder, like so many directors are. I actually think that The Two Towers reaches the same level as the Fellowship of the Ring, and sometimes even surpasses it.This film is the biggest film in the trilogy. What do I mean by that? Well this film has so many things going like the amazing Battle of Helms Deep. Frodo and Sam journey to Mount Doom, to destroy the Ring. But the one who's leading them through the way is Gollum, he looks so creepy and realistic, that he doesn't feel disconnected from us. A powerful performance by Andy Serkis as Gollum, he should of been nominated for an Oscar for Best Supporting Actor.The Best part of the film, is quite easily and everyone knows it the ending. The ending of the battle of Helm's Deep is quite breathtaking, and as Gandalf the White comes in the distance with another army to defeat the Orcs. When Treebeard and his army of Entz tear down Isengard, the destruction and the battle is so immense in size, that you truly have to see to believe.In size and scale, Peter Jackson has truly redefined the word ""epic"" and he also pays attention to the small things that truly elevate this movie from great to amazing. I definitely recommend this film to everyone, but you really should watch the first movie to truly understand what's going on.10/10",positif
"It seems ridiculous to want to add my own comments to a slew of others that are already in IMDB's records, but I feel like I cannot sleep nor cease the throbbing in my chest until I release some of what I have so recently seen.Peter Jackson's The Lord of the Rings is one of the bravest projects ever attempted by a filmmaker. Mr Jackson deserves every ovation he will receive, every award, every bit of the praise and adoration that will be spoken and written.This second installment of the story is a masterpiece in every sense, forget your prejudices about the books, they are another way of looking at this beautiful story (I know this is slightly against the rules, but a I cannot resist saying that a previous writers comment - a comment that compared the Lord of the Rings Films and Books to the difference between Romeo and Juliet in screenplay and ballet formats - was entirely accurate).Gollum was an excellent amalgam, so easily could he have been an annoying Jar-Jar-Binks-Alike. Instead the way that Jackson and Serkis (and doubtless many many others) chose to portray the CGI incarnation of ""Smeagol"" was incredibly emotive and powerful. Gollum is profoundly disturbing, amusing, almost lovable... Not even John Ronald Reuel himself could induce that range of emotions for Smeagol in me...A truly skin-crawling performance by a superb Brad Douris as the evil Grima Wormtongue was just beyond words. Douris _Became_ Wormtongue in a skillful fulfillment of what was already inspired casting.Probably the most definitive casting of this film though was Manchester born Bernard Hill as Theoden, King of Rohan. The casting for ""The Two Towers"" makes one shake ones head and wonder, in retrospect, whether anyone else could have filled these roles. Mr Hill's performance was truly first rate, a performance which contributed greatly to ""The Battle of Helms Deep"", scenes which were a spinning tornado of emotions for the viewer.Viggo Mortensen goes from strength to strength. His performance is visceral and yet sensitive. The overriding emotion that Tolkiens vision of Aragorn induced (at least for me) was awe at his heroics. Mortensen's portrayal in Jackson's frame brings new aspects to the Aragorn character. Mortensen's Aragorn is emotionally dextrous to go with his physical dexterity, he is sensitive, seemingly empathic, warmer and more fundamentally human, and yet super-human in presence and charisma. ""Definitive"" is not strong enough of a word.If you still view Jackson's epic with scepticism I implore you to put down your preconceptions and your prejudices, but most of all put down the books... This is beautiful way to see middle earth, don't pass it up - The books are the ultimate fantasy epic - the pictures you draw in your head are better than anything you can imagine, but The Lord of the Rings ""The Two Towers"" is one wonderful interpretation of that epic story.Go, Laugh, Cry, and Sit in Awe of this cinematic treat.",positif
"The Fellowship of the Ring was a monumentally entertaining film, the Return of the King was an amazing wrap-up to the epic of our times, but the most dramatic moment for me came at the end of the Two Towers. After 3 hours of sweeping vistas, excellent Shakespearean acting, and otherworldly sights and sounds, we are treated to a scene that still sends chills down my back and rouses me like nothing since the final scene in Rocky. A lone rider (we all know who), set against the top of a hill, massing legions of horsemen behind him. He appears just as the heroes are losing all hope. Once he begins his descent down the hill with his army behind him, the camera begins a slow pan over the top and down with them, showing the size and scale of their forces. The evil army below looks up with surprise, a bright light fills the screen, the camera focuses on the lead rider (again, we all know who) who lets out a wrenching battle cry, the music swells to unbelievable heights, and I am swept away like I've never been before.This is cinema at its very best.",positif
"From the beginning to the very end, the Lord of the Rings trilogy is interesting and enjoyable. The books and the movies alike grasp one's attention as if they were real. You, the reader or viewer, can sense the pain of the characters, their emotions. The trilogy is truly powerful on screen. The second movie, however, I believe has something the first and third are missing; it feels like a bridge connecting two great islands. There is something unique about it that cannot easily be described. Metaphorically, the first movie is, say, a soldier. The third movie is the path home from war. And the second movie is the act of coming home because it contains the obstacles that must be passed through before achieving the goal. Although not 100% loyal to the written trilogy, the movies are done in such a way that the mainstream audience and LOTR fans from before the movies came out can say they were enjoyable and well made.",positif
"""The Lord of the Rings"" continues it's epic quest in this second installment of the trilogy, as the original fellowship is disbanded and it's various members must continue the good fight. While Frodo and Sam pursue their mission to Mordor, Pippin and Merry manage to escape the Uruk hai into the Fangorn Forest and their own adventure with the Ents. Aragorn, Legolas and Gimli traverse the Riddermark into the realm of Rohan.The One Ring begins to deepen it's spell over Frodo who questions his worthiness and stomach for the mission. This facet of his character allows Sam (Sean Astin) to portray his devotion and loyalty to his master, particularly when Gollum makes his appearance and becomes their guide. Gollum's looks are rivaled only by his treachery, and the duality of his personality is given emphasis in the tortured conversations he has with himself. I was a bit surprised at the way Gollum was portrayed in ""The Two Towers""; his cameo appearance in the first film as a slinky black cave denizen more closely resembled Tolkien's description and corresponded to the mental image I took away when reading about it. At the same time though, there was almost a comic element to it, whereas his physical features presented here more accurately allowed for a menacing but tortured creature.Even more fantastic creatures find CGI life in the film; I found the presentation of the Ents to be masterfully done. The ""olyphants"" were a neat touch and I was happy to see them included. Of course the orcs, wargs and Uruk hai all personify the evil that befalls Middle Earth in this dire time, and their presence instills fear and dread for the heroes all along the way.There's a lot going on in the film, and repeated viewings are helpful, along with an understanding created by reading Tolkien's story. Though not entirely necessary to enjoy the movie, I feel it grounds the viewer in the rich background of the characters and locations. Actually, the books and the film complement each other nicely, even though the movie of necessity must leave out some elements.There is no doubt that ""The Lord of the Rings"" has earned it's reputation as one of the greatest epic films of all time and the best fantasy film of them all. At the same time, it does a wonderful job of examining such themes as honor, loyalty, friendship and love as it's characters interact with each other and find common ground against a threat to their very existence.",positif
"The opening scene of The Two Towers provides an outstanding, yet very brief, taste of action, cinematography, and special effects, only to be matched (and far surpassed) in the final hour of the film. The stunning events of the third hour of The Two Towers are undoubtedly the centerpiece of the film, and while the first two hours serve finely as story development, they primarily build anticipation for the final hour, which mostly depicts the battle of Helm's Deep. More than anything else, the first two hours merely tease and torment the patient audience. It's a shame that such a gap has to exist between the first minute and the final hour, but I take no reservations in saying that despite how you feel about the first two hours of the film, the final hour will make the wait entirely worth its while.As stated, the road to the battle of Helm's Deep can be enormously long and painful for any viewer aware of what breathtaking scenes await towards the end of the film. Perhaps The Two Towers' biggest fault is in its own accomplishments; the first two thirds of the film are well shot, well paced, and they necessarily and adequately progress the storyline, but when compared to the spectacular final hour, the first two hours seem uneventful and insignificant. However, to be fair, I feel that it's simply impossible to create two hours of film that could appropriately lead into the battle of Helm's Deep. It's difficult to comprehend how such scenes came to exist in the rather short amount of time Peter Jackson has had to create six hours (so far) of finished film. The battle of Helm's Deep is simply unreal; it's unlike any event that has come to pass since fantasy films gained, and regained, popularity.As assumed, The Two Towers begins where The Fellowship of the Ring ended. The majority of the film follows four separate groups and their story lines: Frodo and Sam; Aragorn and Legolas, Merry and Pippin, and Saruman and his army. The performances live well up to the standards of the first film, with a particularly notable performance from Viggo Mortensen as Aragorn, whose role is significantly larger in The Two Towers. Aragorn satisfies a thirst for someone to root for, a thirst that was left partly unquenched in Fellowship. It's much easier to root for Aragorn than it is for Frodo; Aragorn has many more qualities of a leading man, a soldier, and a hero. More than once did the audience, filled mostly with academy voters, applaud the heroics of Aragorn. Gollum also shines in a much-welcomed large role, due to extremely realistic computer animation, and a fine performance from Andy Serkis, upon which the animation was modeled. In Fellowship, it was appropriate to consider Gollum one of the many great 'features' of the film. However, here he is more of a leading character and a 'star,' and his convincing dual-personality, stabbing voice, and well-choreographed body movements make him consistently eye-grabbing and the center of focus of nearly every scene in which he appears.As was The Fellowship of the Ring, The Two Towers is a visual delight. Those who have seen Fellowship are no doubt familiar with the beauty of the landscapes of New Zealand. The cinematography is, again, one of the best aspects of the film. The swooshing camera movements that follow the armies and horsemen throughout the fields are extremely satisfying in this post-Matrix era. The shots of the ascending enemy-laden ladders in the battle of Helm's Deep are terrifying and chillingly gorgeous all at once. The visual effects take an appropriate leap forward from those of the first film. While the visual effects in Fellowship were outstanding, the battle of Helm's Deep provides for the best application of CGI since the rippling waves of The Matrix's 'Bullet Time.' The battle of Helm's Deep features absolutely awe-inspiring and seamless integration of acting, stunts, and computer animation. Each orc seems to have its own personality, demonstrated in its movements and visual features. The masses of armies fight with strategy and true character, which I imagine is much harder to accomplish than animating thousands of identical clone troopers. The only problem I have with the visual department is the look of Gimli, the Treebeard. Gimli's visual features seem a bit childish and uninspired, inconsistent with the standards set by the rest of the film. But again, there is simply nothing that compares to the battle of Helm's Deep. George Lucas and the Wachowski brothers certainly have not created anything that approaches the grandness and magnificence of The Two Towers' final hour, and I doubt they will do so anytime soon.In The Fellowship of the Ring, I had a few minor problems with Howard Shore's score. While I thought it was gorgeous and it established several very memorable themes, I don't think it handled the sentimental scenes (opening in the Shire, Gandalf's passing) properly. I thought it caved in to the melodrama a bit too much, resembling the emotions from James Horner's Titanic. However, I believe that The Two Towers requires the type of score which Howard Shore accomplishes best: dark, continuous, and unrelenting, as demonstrated in Se7en and Silence of the Lambs. The theme used in many of the action scenes in Fellowship (low brass, six notes repeated with a rest in between) is much more present in The Two Towers, appropriately. A brand new theme is also unveiled, the theme for Rohan, a prominent kingdom in Middle Earth. Rohan's theme is played more often than any other melody in the film, underscoring most of the memorable and heroic scenes with great effect. Howard Shore undeniably exhibits his skills as an 'A-list' composer, and with a possible double Oscar nomination this year for The Two Towers and Gangs of New York, he could get propelled to the very top of the 'A-list,' right beside John Williams and Hans Zimmer in terms of demand.If not the picture itself, there should be a way to recognize and award the battle of Helm's Deep. The battle sequence alone represents successful filmmaking in its highest form. The choreography of the battle, the visual effects, the pacing, acting, cinematography, and music, all work together in perfection to achieve grand filmmaking which is as entertaining and enjoyable as film can be. For this very reason, no one, whether a fan of Fellowship or not, should miss The Two Towers.",positif
Great movie I really enjoyed watching and better than the first part,positif
"Really, I should probably let this film soak in a bit; I am, after all, on something of a ""post-viewing"" high right now. However, at this moment, my feeling remains the same from the first installment - this is the movie experience I've been waiting my whole life for. In case you haven't gathered, this movie is visually stunning, literally breathtaking. I mean that, some of the scenes in this film simply stopped my lungs in their tracks, shocked at the pure, enveloping beauty of the shot. Peter Jackson has a profound grasp of visual manipulation like few directors have ever had.The acting is, as always, superb. Kudos for hiring ""actors"" not ""stars""; ""Oscar-worthy"" over-acting could have threatened the realistic touch the film's remarkable cast supply. Specific mention goes to both John Rhys-Davies in his well enjoyed comic turn, and very largely to Andy Serkis, who was a major role in creating the most realistic and brilliantly well-performed CGI character I've ever seen (Gollum).For the most part, and as a fan of the books, I take no offense to the slight plot modifications. My understanding is that Tolkien himself realized that visual adaptation of LotR would require a somewhat different take on his work, and was apparently open to such minute changes. There are also a few tiny bits and pieces I was disappointed to see not make the final cut, however, I'm sure a future inevitable extended DVD will take care of those.In short, if you found the continual enjoyment I did with the first movie of LotR, this movie will in no way let you down. Not even for a minute.Highly recommended, 10/10.",positif
"The Two Towers can only be explained in one word, beautiful.  This film left me breathless.  I was hoping for a film that could stand in the same depths of the Fellowship of the Ring, and I must say that it has surpassed the film completely.  I will have a hard time watching the Fellowship and seeing the ending, knowing there is so much more waiting.Let's start with Gollum.  Gollum gave an astonishing performance.  The poor misunderstood beast, or the darkened soul creature whose cares are only based on the One Ring.  The performance given in CGI is at times very human. The facial expressions given could strangely give this character a personality as you would see in any great actor.  Gollum's voice is still haunting, even when the beast appears to be the loving guide to the dark gates of Mordor.  For these reasons and more, Gollum has become my favorite character in the film, replacing Legolas in the Fellowship.
On the other side of Middle Earth we see Aragorn, Legolas, and Gimli.  I have to say that the dark times of this movie are at times overbearing, and saddening.  There is a perfect mix of humor in the film given by the characters Gimli, and Legolas, while still keeping the viewer in understanding that these are very darkened times.  Aragorn's performance is outstanding.  He has proven that he can be put on an A-List of actors, and deserves appraise for his performance.Gandalf ""the White"" in this film was a twist.  We remember the friendly Gandalf The Grey in the Fellowship being a kind elderly wizard.  Shouting off fireworks for the children of the shire, and smoking ""leaf"" as explained in the novel.  There are no cute scenes with the new White Wizard.  No fireworks, or pipes.  Just a Wizard that knows the daunting task ahead, and the quest seems to have taken hold of the great wizard.
Very dark are the times for Frodo, and Samwise.  Gollum seams to give Frodo hope, as the two ring bearers can associate the pains of the One Ring. Frodo gives an amazing performance this time around as well.  It seams that the Ring of power has taken hold of Frodo, and our hero is slipping.  But the surprise was aimed at Samwise.  Proving that Sam is the definition of a true best friend.  Even at times when it seems there is no hope for the troubled trio, it seams that Sam brings hope to the moment.  This is what keeps the Frodo's story this time around even more extraordinary, is the hope that is there, even when all odds point to despair.
Merry and Pippin's story is very odd initially.  The Ents in the story are very wise and newly troubled creatures from the amazing mind of Tolkien. This story goes back to cut scenes during the worries of the rest of Middle Earth, and gives us a feeling of hope, in the troubled times of Aragorn and the others.  The Ents were very well done CGI wise, but it was there personality that moved the audience.  They are curiously wise, and well spoken and give the impression of an elderly college Professor.  Their story is eventually given a wonderful opportunity, and for those of us who know the story, know that greatness is upon them.This movie honestly moved me further than I thought any film could.  I could see my face and the emotion I felt as I was watching this mammoth film. Peter Jackson has truly given us all a gift of a magnificent.  This story has captivated my heart, and the film has taken my breath away.  There is no words that can express the greatness of this film. 10/10",positif
"Watching this movie is like watching a 179 or 223 minutes long action sequence. The pace is incredibly high. Alright I have to admit that the Extended Edition of the ""The Lord of the Rings: The Two Towers"" takes an awful lot of this pace away and make some of the scene's unnecessary long and the scene's with Treebeard are also a bit dull and long but still...Especially compared to the first that was just too slow at times this is an huge improvement!Luckily there also are some welcome additions in the Extended Edition. Best addition are the scene's with Boromir, Faramir and Denethor in Osgiliath.There also are some newly great characters and actors. David Wenham is a surprisingly talented young actor and I think it's great that they actually have cast someone that really looks like Sean Bean. Bernard Hill also impressed me, he probably is best know for his role as the captain in ""Titanic"" in which he also already impressed me. Viggo Mortensen probably still is the best actor of ""The Lord of the Rings"" movies. Yes sure Ian McKellen and Christopher Lee are also more than great but Mortensen really puts some passion and effort in his character. I know Sean Astin is always being praised a lot but I seriously don't think that he is such a good actor in any of ""The Lord of the Rings"" movies. Andy Serkis also was really good as Gollum/Sméagol and I wouldn't had mind seeing him get an Oscar nod.Strange thing is that the Gimli and Legolas suddenly changed into some comical sidekick characters. It was odd to see but it works! They provide some good comical relief at times.Most fantastic thing about the movie is that it's really action filled. The Battle of Helm's Deep truly is fantastic to see. Still favorite and most powerful moment of the movie is when the Ent's march to war. Also the scene's with the riders of Rohan are a true spectacle.I've never been really a big fan of the editing of ""The Lord of the Rings"" movies and this one is no exception. Problem is that Peter Jackson shot way too many hours of footage with as a result that the editors have difficulties picking the right scene's and the length of them.But ""The Lord of the Rings: The Two Towers"" is one of those movies were the pluses make more than up for the minuses.A spectacular adventure action experience.10/10http://bobafett1138.blogspot.com/",positif
"As you know Tolkien did a great job with creating the world. Also did a perfect job with writing the battles. Also It's not that easy to fitting that to the adaptation. The whole cast did pretty perfect job with The Two Towers. I know whole Trilogy made in same time. Only the film editors are changing through the trilogy. So they managed a great job making these movies.I think The Siege of Minas-Tirith sequence is also pretty good and flawless. But the horror and darkness is so effective in The Helm's Deep Battle. You may predict the Rohan People are going to win, they're the good guys after all. But even if you are watching this movie second time, you will feel that hopeless times again.The first half of the movie feels slow, I think that brings realistic style to a fantasy movie. Of course there is too important scenes in the first half of the movie, I'm saying the most important scenes are in the second half of the movies. This goes for all three movies.Tell me how can a movie achieve this much? Costume Design, Makeup, Art Direction & Set Decoration, Film Editing, VFX, SFX, Scores. The Trilogy manages to be revolutionary nearly all of that. At least it is Revolutionary in 5 of them. Some movies made me love some genres, The Lord of the Rings made me love the Cinema.",positif
"In the Two Towers (TT) we are re-united with most of our heroes from the Fellowship of the Ring (FotR). Split apart by betrayal, and a company of orcs, Frodo and Sam have begun the last leg of their quest to Mordor. Ant and Dec (sorry, Merry and Pippin) are prisoners of the orcs, pursued by Aragorn, Legolas and Gimli  a quest that brings the company, and the people of Rohan, closer to conflict.Opinion is divided about the second film. The entertainment junkies seem to think it's better than the first, largely on account of the Battle of Helms Deep, which is rather impressive. I thought it was a bit weaker, mainly because, in a wilderness adventure, there's more emphasis on the characters than in the spectacle of set piece action; and because the CGI is less subtle as a result.Once again, liberties are taken with the story. There's no riding of the Grey Company. There's a more obvious tension between Eowyn and Aragorn (Legolas has to remind Aragorn who he's dating), and (controversial among the Tolkienites) Faramir's character has been darkened somewhat. In fact, the directorial trait of adding more colour to the main characters while painting out the subtlety of the peripheral ones continues from FotR. Partly because we're introduced to more characters in TT, the overall effect leaves the film slightly two-dimensional. On balance I thought the treatment of Faramir to be less heinous than that of Denethor in Return of the King, but more on that later.The mood, though, remains pure Tolkien and that, more than anything, is the triumph of the movie. From the Beowulf-like set for Meduseld (Tolkien famously nicked his description of the seat of Rohan from the UK's first epic) to the majestic sweep of New Zealand, the film more than once reminded me of my own mental images of Tolkien's world. And, once again, I found myself interested in the story.So, to the flaws. I mentioned in an earlier review of FotR the astonishing heighism in Peter Jackson's adaptation. You can imagine Jackson scratching his head wondering what to do for laughs now that Ant and Dec have been nicked by Ugluk, Grishnakh and the lads. His solution is ingenious; find the next shortest member of the company. Gimli, therefore, shoulders the mantle of comedy relief. As a strapping man of 6'4'' I am allowed a certain disdainful disinterest to such a phenomenon; but it is worth noting. Also worth noticing is the astonishing transformation of Arwen from a feisty, most un-Tolkien lady in FotR to the submissive pre-Raphaelite stereotype of the books. I guess this is because Eowyn has turned up, but still. The Elves still speak like they're doped up, except the peculiarly immune elfin fancy boy, Legolas. On that note, was it really necessary for him to mount his horse that way? Or surf his way down a staircase at the battle of Helms Deep? Jim Horner should do an alternative Beach Boys theme for that scene.Anyway, these are minor points in a film that is, if not a major, then at least a minor, triumph. As mentioned by others, the film is worth seeing for Gollum alone. And I can think of many more reasons to see it. You could also check out the extended version, which is even better. 7/10.",positif
"Even if I watched this movie, like more than 20 times, still I feel nearly the same as I first watch.Can you imagine a movie can make you feel always the same. You're feeling that desperate, hopeless times with the Rohan soldiers.The first half of the movie is going slow, I think that brings realistic style to the movie, even if it is a Fantasy genre movie.As you may know, Tolkien is still the best at world creation on a Fantasy world. And he's too good at writing battle sequences. I don't know, the reason can be the World War that he fought in. He's making so remarkable battle sequences. And in the movie Peter Jackson and his crew did an amazing job with adaptation.The great cast that chosen well, shows you don't need big stars all the time.Howard Shore's brilliant Original Scores makes the movie much more effective.Cinematography is the most important thing when we're talking about visuals. The rainy night shots are just amazing. Academy Award winner Andrew Lesnie did really great job.The VFX and SFX is just magnificent, stunning quality. You know, the VFX is just revolutionary, that's clear. Because it is the foundation of Motion Capture technology.That Set Decoration is beyond revolutionary. Makes you feel like Helm's Deep and nearly all the other places feels real.",positif
"Seriously, I never thought a movie could get better than the Fellowship of the Ring, but it did. This movie should be #1 on the IMDb top 250. This movie, as long as it was, captivated me from start to finish, and those who are not entertained by this movie can not be entertained period.
Yes, I have read the book. Any chapters cut out at the end of books III and IV will probably themselves in the next installment. If you haven't noticed, the beginning of the Two Towers was actually closed the Fellowship of the Ring on the big screen.Gollum was a CG masterpiece. He added some light to this incredibly dark movie. At the same time, there are areas where you feel sorry for the poor guy, or just want to kill him. Smeagol was probably the most diverse character I've ever seen.Elijah Wood put on a better performance than he did in the first movie, as did Sean Astin. Ian McKellen, who captivated us in the last movie, captivated us even more in this one. Viggo Mortensen, John Rhys-Davies, and Orlando Bloom made a great trio. They laughed together, cried together, prospered together, and suffered together. This trio gave life to Aragorn, Gimli, and Legolas. Eowyn expressed her emotions clearly through Miranda Otto. The music need not be discussed. Its greatness speaks for itself.Favorite Scene: The Battle of Helms Deep. Possibly the greatest scene in the book, 50% of the trailer, and action packed climax to this beautiful movie.
The movie, like its predecessor, fails to bring us closure, but that's ok. Closure will come next year. I look forward to the Return of the King.The Two Towers is now my favorite movie of all time.The scale is broken. 10 is not a capacity sufficient enough to hold this movie... my movie... my... precious...",positif
I have to say this film starting with the fellowship was incredibly well made. I know Titanic received 11 awards but I think this whole trilogy should receive 15. This intro to the trilogy was extremely in depth and even had the best prologue ever. I enjoy being introduced to the characters and thier origins and learning about the history of the one ring and how it does evil upon middle earth even after Sauron's death. Be patient with the action as is picks up as the trilogy's story unfolds. It all depends on what you see movies for. But this whole trilogy has quite a bit of everything. That alone surpasses all movies.10/10 (actually more than that),positif
"I do love all three films of The Lord of the Rings trilogy, all are visually stunning with wonderful music and strong narratives. The Two Towers is my personal favourite of the three for several reasons. For one thing it is less talky than Fellowship of the Ring, and the pace is a little more secure here. Also the final battle is just breathtaking in the action, direction and in its scope, and very compelling and epic. And some of the characters are developed more here than they were in Fellowship of the Ring primarily Frodo and Aragorn, who were played very well there but a little bland in comparison to here. When it comes to the scope The Two Towers is possibly the biggest in the trilogy. The cinematography is one of the strongest assets, while the scenery, costumes, lighting and make up(the orcs look amazing) are all gorgeous. You can tell a lot of effort went into this and it showed. The music is also darker and perhaps more complex, the story is richer and compelling and the dialogue is thought provoking. People may disagree, but I think The Two Towers is the best directed of the trilogy too.The acting is very good. Elijah Wood is likable enough with a stronger-written character, while Sean Astin's bumbling persona suits Sam really well. Viggo Mortensson is as strong and charismatic as ever. Ian McKellen, Christopher Lee and Bernard Hill are also perfectly cast, but the real revelation in my view with this movie is Gollum. Here Gollum is designed superbly, and Andy Serkis's performance is absolutely phenomenal and Oscar-nod worthy.In conclusion, a fine film and for me my personal favourite of the trilogy. 10/10 Bethany Cox",positif
"For this movie, Peter Jackson was faced with a challenge: how to make a great stand-alone film when the beginning and ending are in separate movies? He did a magnificent job. Like the first one, this movie starts with a slam-bang battle; however, where the first film had armies, this film has a clash between two titans.From there, the movie builds to the enormous set-piece siege. And, along the way, we meet one of the most interesting characters of this, or any movie: Gollum, the complex, torn, schitzophrenic slave to the will of the One Ring.And, even more than the first film, the Ring is also a character: the viewer can see it wearing down Frodo, pushing him to the limit, tempting those around him. The encounter at Osgiliath, while not in the book, is a fascinating visual realization of more subtle themes in the book. I know that, when I walked out of the theatre, I knew that there was only one movie I was looking forward to during the next year, and that was Return of the King.",positif
"I considered The Fellowship of the Ring to be one of the greatest movies ever. This one is better!The scenery is marvelous, the animations great, and the story superb. This episode strays further from the books when it comes to the unfolding of events, but I feel that it stays closer in atmosphere and realism; the nazgûls are now the fear-inspiring creatures they should be. Gollum, excellently implemented, even becomes more realistic then I remember him from the books, not to mention other attempts to portray him. His schizophrenic monologues are among the highlights of the movie.The major drawback is once again the apparent incapability of the dark-side creatures. Aragorn with fellows can ride back and forth among them unhurt, while the Uruk-Hai fall in large numbers just for being nearby. Though I enjoy many of the jokes made at Gimli's expense, this still is another thing I partly dislike. Gimli sure is no clown in the books.I rate the movie 9/10 (my highest so far).",positif
"The quest to melt the ring in Doom continues, as two Hobbits and a Gollum lacking sinews, crossing marshes full of dread, towards the Black Gate's where they head, and then they're captured by the brother, of one once dear (although he was somewhat affected by the ring before expiring). After fleeing from an evil band of orcs, another pair of Hobbits sit with stalks, of an Ent known as Treebeard, who gets annoyed when friends are sheared, summons brethren, and against the foe they walk. Helm's Deep provides the backdrop for a battle, where sabres, swords and axes are all rattled, but walls come tumbling down, as the Uruk-hai hit town, when their hoards stampede and charge like crazy cattle.",positif
"Vote: 8.8 (rounded up to 9)The Lord of the Rings: The Two Towers is an amazing movie that any Tolkien fan, adventure fan, or war fan should see. Acting: Elijah Wood as Frodo is amazing. He really captures the pain that the poor little hobbit must be going through. Ian McKellen as Gandalf is excellent,even though he has a much smaller role than in FOTR. Viggo Mortenson as Aragorn was another good choice and you could really experience what he must be going through. John Rys-Davies was really good as Gimli, but his jokes got really tiring before the end. Sean Astin as Sam fit the description of good old Sam well and also acted out the character perfectly. Bernard Hill as Theoden, Brad Dourif as Grima, Miranda Otto as Eowyn, Karl Urban as Eomer, David Wenham as Faramir and Liv Tyler as Arwen were all excellent actors. Gollum was really amazing. Andy Serkis deserves some award, for the perfect cat coughing up fur ball voice for Gollum, and kudos to the design team who made the motion capture suit. I wish we could have seen more of Christopher Lee as he is a superb actor. Orlando Bloom as Legolas, on the other hand, sucked. He had absolutely no emotion and if it wasn't for his fighting scenes then the character would have been totally wasted. Dominic Monaghan as Merry and Billy Boyd as Pippin were also good actors. Directing: Peter Jackson did another excellent job in this movie, though as i said in my FOTR review, his career as a horror movie maker hurt him. The scene where all the dead Orc bodies were piled up and one of their heads was on a pole wasn't really necessary (and then Gimli was going through the burning remains (hmmmm orc barbecue), and there was another stupid scene were you saw the Uruks being born out of mud sacs. Screenplay: Good, the only scene they needed was the one in the extended edition of the flashback between Faramir, Boromir and Denethor. That scene was really necessary to describe Faramirs character Special Effects: Too amazing for words. The Battle of Helms Deep was so perfect you couldn't tell what was CGI and what wasn't. Gollum didn't look like a fake. The battle of Isengard was also well done and when the ents broke the dam and Isengard was flooded i was reminded of a disaster flick. The special effects alone were worth the price of admission. Other: Again the cinematography was beautiful and just jaw-dropping gorgeous. Makes me really want to visit New Zealand just to see the places they filmed. Rohan, and Edoras especially were beautiful. Howard Shore's score was excellent. The Rohan theme song fit the beautiful scenery perfectly. Overall: An excellent movie worth seeing. If the filmmakers weren't so stuck up about themselves this movie would be even better.",positif
"My wife did, and she was the one who dragged me to this thing against my wishes. Ok, I'm admittedly not a fantasy fan, and I'm probably the only person back in my high school in the 70's that didn't have any desire to read the novels, and still haven't to this day. With that said, the special effects were brilliant, and the cinematography superior. But for the life of me, I cannot understand the affection for the main Hobbit characters, they're boring, boring and more boring. The only thing I found entertaining besides the effects was Smeagol, or whatever its name is, that thing stole the show. I was also forced to see the first movie, and I thought that one would never end. Ditto for this one. Can hardly wait for the next one in a couple of years. Then again, I'm still waiting for a sequel to Killer Clowns from Outer Space.",positif
